_reg_subapp_signals,"Callable[[_, Application],None]"
subapp,Application
reg_handler,"Callable[[str],None]"
signame,str
handler,"Callable[[Application],None]"
app,Application
add_subapp,"Callable[[_, str, Application],AbstractResource]"
prefix,str
subapp,Application
_add_subapp,"Callable[[_, Callable[[],AbstractResource], Application],AbstractResource]"
resource_factory,"Callable[[],AbstractResource]"
subapp,Application
add_domain,"Callable[[_, str, Application],AbstractResource]"
domain,str
subapp,Application
rule,Domain
add_routes,"Callable[[_, Iterable[AbstractRouteDef]],None]"
on_response_prepare,"Callable[[_],_RespPrepareSignal]"
on_startup,"Callable[[_],_AppSignal]"
on_shutdown,"Callable[[_],_AppSignal]"
on_cleanup,"Callable[[_],_AppSignal]"
cleanup_ctx,"Callable[[_],CleanupContext]"
router,"Callable[[_],UrlDispatcher]"
middlewares,"Callable[[_],_Middlewares]"
_make_handler,"Callable[[_],Server]"
loop,"Union[asyncio.AbstractEventLoop, None]"
kwargs,Any
make_handler,"Callable[[_],Server]"
loop,"Union[asyncio.AbstractEventLoop, None]"
kwargs,Any
startup,"Callable[[_],None]"
shutdown,"Callable[[_],None]"
cleanup,"Callable[[_],None]"
_make_request,"Callable[[_, RawRequestMessage, StreamReader, RequestHandler, AbstractStreamWriter, asyncio.Task[None], Type[Request]],Request]"
message,RawRequestMessage
payload,StreamReader
protocol,RequestHandler
writer,AbstractStreamWriter
task,asyncio.Task[None]
_prepare_middleware,"Callable[[_],Iterator[Tuple[_Middleware, bool]]]"
_handle,"Callable[[_, Request],StreamResponse]"
request,Request
__call__,"Callable[[_],Application]"
__repr__,"Callable[[_],str]"
__init__,"Callable[[_],None]"
self._exits,List[AsyncIterator[None]]
_on_startup,"Callable[[_, Application],None]"
app,Application
_on_cleanup,"Callable[[_, Application],None]"
app,Application
__init__,"Callable[[_, Type[SimpleNamespace]],None]"
self._on_request_start,_Signal
self._on_request_chunk_sent,_Signal
self._on_response_chunk_received,_Signal
self._on_request_end,_Signal
self._on_request_exception,_Signal
self._on_request_redirect,_Signal
self._on_connection_queued_start,_Signal
self._on_connection_queued_end,_Signal
self._on_connection_create_start,_Signal
self._on_connection_create_end,_Signal
self._on_connection_reuseconn,_Signal
self._on_dns_resolvehost_start,_Signal
self._on_dns_resolvehost_end,_Signal
self._on_dns_cache_hit,_Signal
self._on_dns_cache_miss,_Signal
trace_config_ctx,"Callable[[_, SimpleNamespace],SimpleNamespace]"
trace_request_ctx,SimpleNamespace
freeze,"Callable[[_],None]"
on_request_start,"Callable[[_],_Signal]"
on_request_chunk_sent,"Callable[[_],_Signal]"
on_response_chunk_received,"Callable[[_],_Signal]"
on_request_end,"Callable[[_],_Signal]"
on_request_exception,"Callable[[_],_Signal]"
on_request_redirect,"Callable[[_],_Signal]"
on_connection_queued_start,"Callable[[_],_Signal]"
on_connection_queued_end,"Callable[[_],_Signal]"
on_connection_create_start,"Callable[[_],_Signal]"
on_connection_create_end,"Callable[[_],_Signal]"
on_connection_reuseconn,"Callable[[_],_Signal]"
on_dns_resolvehost_start,"Callable[[_],_Signal]"
on_dns_resolvehost_end,"Callable[[_],_Signal]"
on_dns_cache_hit,"Callable[[_],_Signal]"
on_dns_cache_miss,"Callable[[_],_Signal]"
__init__,"Callable[[_, ClientSession, TraceConfig, SimpleNamespace],None]"
session,ClientSession
trace_config,TraceConfig
trace_config_ctx,SimpleNamespace
send_request_start,"Callable[[_, str, URL, CIMultiDict[str]],None]"
method,str
url,URL
send_request_chunk_sent,"Callable[[_, bytes],None]"
chunk,bytes
send_response_chunk_received,"Callable[[_, bytes],None]"
chunk,bytes
send_request_end,"Callable[[_, str, URL, CIMultiDict[str], ClientResponse],None]"
method,str
url,URL
response,ClientResponse
send_request_exception,"Callable[[_, str, URL, CIMultiDict[str], BaseException],None]"
method,str
url,URL
exception,BaseException
send_request_redirect,"Callable[[_, str, URL, CIMultiDict[str], ClientResponse],None]"
method,str
url,URL
response,ClientResponse
send_connection_queued_start,"Callable[[_],None]"
send_connection_queued_end,"Callable[[_],None]"
send_connection_create_start,"Callable[[_],None]"
send_connection_create_end,"Callable[[_],None]"
send_connection_reuseconn,"Callable[[_],None]"
send_dns_resolvehost_start,"Callable[[_, str],None]"
host,str
send_dns_resolvehost_end,"Callable[[_, str],None]"
host,str
send_dns_cache_hit,"Callable[[_, str],None]"
host,str
send_dns_cache_miss,"Callable[[_, str],None]"
host,str
__init__,"Callable[[_],None]"
loop,"Union[asyncio.AbstractEventLoop, None]"
headers,LooseHeaders
skip_auto_headers,"Union[Iterable[str], None]"
json_serialize,JSONEncoder
version,HttpVersion
connector_owner,bool
raise_for_status,bool
auto_decompress,bool
trust_env,bool
trace_configs,"Union[List[TraceConfig], None]"
self._connector,BaseConnector
__init_subclass__,"Callable[[Type[ClientSession]],None]"
__setattr__,"Callable[[_, str, Any],None]"
name,str
val,Any
__del__,"Callable[[_, Any],None]"
_warnings,Any
request,"Callable[[_, str, StrOrURL],_RequestContextManager]"
method,str
url,StrOrURL
kwargs,Any
_request,"Callable[[_, str, StrOrURL],ClientResponse]"
method,str
str_or_url,StrOrURL
params,"Union[Mapping[str, str], None]"
data,Any
json,Any
headers,LooseHeaders
skip_auto_headers,"Union[Iterable[str], None]"
allow_redirects,bool
max_redirects,int
expect100,bool
read_until_eof,bool
real_timeout,ClientTimeout
ws_connect,"Callable[[_, StrOrURL],_WSRequestContextManager]"
url,StrOrURL
method,str
timeout,float
autoclose,bool
autoping,bool
compress,int
max_msg_size,int
_ws_connect,"Callable[[_, StrOrURL],ClientWebSocketResponse]"
url,StrOrURL
method,str
timeout,float
autoclose,bool
autoping,bool
compress,int
max_msg_size,int
get,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
allow_redirects,bool
kwargs,Any
options,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
allow_redirects,bool
kwargs,Any
head,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
allow_redirects,bool
kwargs,Any
post,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
data,Any
kwargs,Any
put,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
data,Any
kwargs,Any
patch,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
data,Any
kwargs,Any
delete,"Callable[[_, StrOrURL],_RequestContextManager]"
url,StrOrURL
kwargs,Any
close,"Callable[[_],None]"
closed,"Callable[[_],bool]"
cookie_jar,"Callable[[_],AbstractCookieJar]"
detach,"Callable[[_],None]"
__enter__,"Callable[[_],None]"
__exit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__aenter__,"Callable[[_],ClientSession]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__init__,"Callable[[_, Coroutine[asyncio.Future[Any], None, _RetType]],None]"
coro,"Coroutine[asyncio.Future[Any], None, _RetType]"
send,"Callable[[_, None],asyncio.Future[Any]]"
arg,None
throw,"Callable[[_, BaseException],None]"
arg,BaseException
close,"Callable[[_],None]"
__aenter__,"Callable[[_],_RetType]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__init__,"Callable[[_, Coroutine[asyncio.Future[Any], None, ClientResponse], ClientSession],None]"
coro,"Coroutine[asyncio.Future[Any], None, ClientResponse]"
session,ClientSession
__aenter__,"Callable[[_],ClientResponse]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
request,"Callable[[str, StrOrURL],_SessionRequestContextManager]"
method,str
url,StrOrURL
params,"Union[Mapping[str, str], None]"
data,Any
json,Any
headers,LooseHeaders
skip_auto_headers,"Union[Iterable[str], None]"
allow_redirects,bool
max_redirects,int
expect100,bool
read_until_eof,bool
version,HttpVersion
loop,"Union[asyncio.AbstractEventLoop, None]"
get_unused_port_socket,"Callable[[str],socket.socket]"
host,str
get_port_socket,"Callable[[str, int],socket.socket]"
host,str
port,int
unused_port,"Callable[[],int]"
__init__,"Callable[[_],None]"
loop,"Union[asyncio.AbstractEventLoop, None]"
host,str
skip_url_asserts,bool
kwargs,Any
start_server,"Callable[[_, Union[asyncio.AbstractEventLoop, None]],None]"
loop,"Union[asyncio.AbstractEventLoop, None]"
kwargs,Any
_make_runner,"Callable[[_],BaseRunner]"
kwargs,Any
make_url,"Callable[[_, str],URL]"
path,str
started,"Callable[[_],bool]"
closed,"Callable[[_],bool]"
handler,"Callable[[_],Server]"
close,"Callable[[_],None]"
__enter__,"Callable[[_],None]"
__exit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__aenter__,"Callable[[_],BaseTestServer]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__init__,"Callable[[_, Application],_]"
app,Application
host,str
kwargs,Any
_make_runner,"Callable[[_],BaseRunner]"
kwargs,Any
__init__,"Callable[[_, _RequestHandler],None]"
handler,_RequestHandler
host,str
kwargs,Any
_make_runner,"Callable[[_, bool],ServerRunner]"
debug,bool
kwargs,Any
__init__,"Callable[[_, BaseTestServer],None]"
server,BaseTestServer
loop,"Union[asyncio.AbstractEventLoop, None]"
kwargs,Any
start_server,"Callable[[_],None]"
host,"Callable[[_],str]"
server,"Callable[[_],BaseTestServer]"
app,"Callable[[_],Application]"
session,"Callable[[_],ClientSession]"
make_url,"Callable[[_, str],URL]"
path,str
request,"Callable[[_, str, str],ClientResponse]"
method,str
path,str
kwargs,Any
get,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
post,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
options,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
head,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
put,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
patch,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
delete,"Callable[[_, str],_RequestContextManager]"
path,str
kwargs,Any
ws_connect,"Callable[[_, str],_WSRequestContextManager]"
path,str
kwargs,Any
_ws_connect,"Callable[[_, str],ClientWebSocketResponse]"
path,str
kwargs,Any
close,"Callable[[_],None]"
__enter__,"Callable[[_],None]"
__exit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__aenter__,"Callable[[_],TestClient]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
get_application,"Callable[[_],Application]"
get_app,"Callable[[_],Application]"
setUp,"Callable[[_],None]"
setUpAsync,"Callable[[_],None]"
tearDown,"Callable[[_],None]"
tearDownAsync,"Callable[[_],None]"
get_server,"Callable[[_, Application],TestServer]"
app,Application
get_client,"Callable[[_, TestServer],TestClient]"
server,TestServer
unittest_run_loop,"Callable[[Any],Any]"
func,Any
args,Any
kwargs,Any
new_func,"Callable[[Any],Any]"
self,Any
inner_args,Any
inner_kwargs,Any
loop_context,"Callable[[_LOOP_FACTORY, bool],Iterator[asyncio.AbstractEventLoop]]"
loop_factory,_LOOP_FACTORY
fast,bool
setup_test_loop,"Callable[[_LOOP_FACTORY],asyncio.AbstractEventLoop]"
loop_factory,_LOOP_FACTORY
teardown_test_loop,"Callable[[asyncio.AbstractEventLoop, bool],None]"
fast,bool
get_dict,"Callable[[Any, str],Any]"
app,Any
key,str
set_dict,"Callable[[Any, str, Any],None]"
app,Any
key,str
value,Any
get_extra_info,"Callable[[str],Union[SSLContext, None]]"
key,str
make_mocked_request,"Callable[[str, str, Any],Any]"
method,str
path,str
headers,Any
match_info,Any
version,HttpVersion
closing,bool
app,Any
writer,Any
protocol,Any
transport,Any
payload,Any
client_max_size,int
loop,Any
make_mocked_coro,"Callable[[Any, Any],Any]"
return_value,Any
raise_exception,Any
mock_coro,"Callable[[],Any]"
args,Any
kwargs,Any
__init__,"Callable[[_],None]"
args,Any
kw,Any
self._runner,"Union[web.AppRunner, None]"
self._task,"Union[asyncio.Task[None], None]"
self._notify_waiter,"Union[asyncio.Future[bool], None]"
init_process,"Callable[[_],None]"
run,"Callable[[_],None]"
_run,"Callable[[_],None]"
_wait_next_notify,"Callable[[_],asyncio.Future[bool]]"
_notify_waiter_done,"Callable[[_, asyncio.Future[bool]],None]"
waiter,asyncio.Future[bool]
init_signals,"Callable[[_],None]"
handle_quit,"Callable[[_, int, FrameType],None]"
sig,int
frame,FrameType
handle_abort,"Callable[[_, int, FrameType],None]"
sig,int
frame,FrameType
_create_ssl_context,"Callable[[Any],SSLContext]"
cfg,Any
_get_valid_log_format,"Callable[[_, str],str]"
source_format,str
init_process,"Callable[[_],None]"
init_process,"Callable[[_],None]"
real_url_default,"Callable[[_],URL]"
__init__,"Callable[[_, bytes],None]"
fingerprint,bytes
fingerprint,"Callable[[_],bytes]"
check,"Callable[[_, asyncio.Transport],None]"
_is_expected_content_type,"Callable[[str, str],bool]"
response_content_type,str
expected_content_type,str
__init__,"Callable[[_, str, URL],_]"
method,str
url,URL
params,"Union[Mapping[str, str], None]"
data,Any
expect100,bool
loop,"Union[asyncio.AbstractEventLoop, None]"
response_class,"Union[Type[ClientResponse], None]"
traces,"Union[List[Trace], None]"
is_ssl,"Callable[[_],bool]"
connection_key,"Callable[[_],ConnectionKey]"
host,"Callable[[_],str]"
request_info,"Callable[[_],RequestInfo]"
update_host,"Callable[[_, URL],None]"
url,URL
update_version,"Callable[[_, Union[http.HttpVersion, str]],None]"
version,"Union[http.HttpVersion, str]"
update_headers,"Callable[[_, Union[LooseHeaders, None]],None]"
update_auto_headers,"Callable[[_, Iterable[str]],None]"
update_cookies,"Callable[[_, Union[LooseCookies, None]],None]"
update_content_encoding,"Callable[[_, Any],None]"
data,Any
update_transfer_encoding,"Callable[[_],None]"
update_auth,"Callable[[_, Union[BasicAuth, None]],None]"
update_body_from_data,"Callable[[_, Any],None]"
body,Any
update_expect_continue,"Callable[[_, bool],None]"
expect,bool
update_proxy,"Callable[[_, Union[URL, None], Union[BasicAuth, None], Union[LooseHeaders, None]],None]"
keep_alive,"Callable[[_],bool]"
write_bytes,"Callable[[_, AbstractStreamWriter, Connection],None]"
writer,AbstractStreamWriter
conn,Connection
send,"Callable[[_, Connection],ClientResponse]"
conn,Connection
close,"Callable[[_],None]"
terminate,"Callable[[_],None]"
_on_chunk_request_sent,"Callable[[_, bytes],None]"
chunk,bytes
status,int
content,StreamReader
_raw_headers,RawHeaders
__init__,"Callable[[_, str, URL],None]"
method,str
url,URL
writer,asyncio.Task[None]
continue100,"Union[asyncio.Future[bool], None]"
timer,BaseTimerContext
request_info,RequestInfo
session,ClientSession
self._body,Any
self._writer,"Union[asyncio.Task[None], None]"
url,"Callable[[_],URL]"
url_obj,"Callable[[_],URL]"
real_url,"Callable[[_],URL]"
host,"Callable[[_],str]"
raw_headers,"Callable[[_],RawHeaders]"
request_info,"Callable[[_],RequestInfo]"
__del__,"Callable[[_, Any],None]"
_warnings,Any
__repr__,"Callable[[_],str]"
links,"Callable[[_],MultiDictProxy[MultiDictProxy[Union[str, URL]]]]"
links,"MultiDict[MultiDictProxy[Union[str, URL]]]"
link,"MultiDict[Union[str, URL]]"
start,"Callable[[_, Connection],ClientResponse]"
connection,Connection
_response_eof,"Callable[[_],None]"
closed,"Callable[[_],bool]"
close,"Callable[[_],None]"
release,"Callable[[_],Any]"
raise_for_status,"Callable[[_],None]"
_cleanup_writer,"Callable[[_],None]"
_notify_content,"Callable[[_],None]"
wait_for_close,"Callable[[_],None]"
read,"Callable[[_],bytes]"
get_encoding,"Callable[[_],str]"
text,"Callable[[_, Union[str, None], str],str]"
errors,str
json,"Callable[[_],Any]"
encoding,str
loads,JSONDecoder
__aenter__,"Callable[[_],ClientResponse]"
__aexit__,"Callable[[_, Union[Type[BaseException], None], Union[BaseException, None], Union[TracebackType, None]],None]"
exc_type,"Union[Type[BaseException], None]"
__init__,"Callable[[_, RawRequestMessage, StreamReader, RequestHandler, AbstractStreamWriter, asyncio.Task[None], asyncio.AbstractEventLoop],None]"
message,RawRequestMessage
payload,StreamReader
protocol,RequestHandler
payload_writer,AbstractStreamWriter
task,asyncio.Task[None]
client_max_size,int
state,"Union[Dict[str, Any], None]"
self._post,"Union[MultiDictProxy[Union[str, bytes, FileField]], None]"
clone,"Callable[[_],BaseRequest]"
method,str
rel_url,StrOrURL
headers,LooseHeaders
scheme,str
host,str
remote,str
task,"Callable[[_],asyncio.Task[None]]"
protocol,"Callable[[_],RequestHandler]"
transport,"Callable[[_],Union[asyncio.Transport, None]]"
writer,"Callable[[_],AbstractStreamWriter]"
message,"Callable[[_],RawRequestMessage]"
rel_url,"Callable[[_],URL]"
__getitem__,"Callable[[_, str],Any]"
key,str
__setitem__,"Callable[[_, str, Any],None]"
key,str
value,Any
__delitem__,"Callable[[_, str],None]"
key,str
__len__,"Callable[[_],int]"
secure,"Callable[[_],bool]"
scheme,"Callable[[_],str]"
method,"Callable[[_],str]"
host,"Callable[[_],str]"
url,"Callable[[_],URL]"
path,"Callable[[_],str]"
path_qs,"Callable[[_],str]"
raw_path,"Callable[[_],str]"
query_string,"Callable[[_],str]"
raw_headers,"Callable[[_],RawHeaders]"
_http_date,"Callable[[str],Union[datetime.datetime, None]]"
_date_str,str
if_modified_since,"Callable[[_],Union[datetime.datetime, None]]"
if_unmodified_since,"Callable[[_],Union[datetime.datetime, None]]"
if_range,"Callable[[_],Union[datetime.datetime, None]]"
keep_alive,"Callable[[_],bool]"
http_range,"Callable[[_],slice]"
content,"Callable[[_],StreamReader]"
has_body,"Callable[[_],bool]"
can_read_body,"Callable[[_],bool]"
body_exists,"Callable[[_],bool]"
release,"Callable[[_],None]"
read,"Callable[[_],bytes]"
text,"Callable[[_],str]"
json,"Callable[[_],Any]"
loads,JSONDecoder
multipart,"Callable[[_],MultipartReader]"
post,"Callable[[_],MultiDictProxy[Union[str, bytes, FileField]]]"
out,"MultiDict[Union[str, bytes, FileField]]"
__repr__,"Callable[[_],str]"
__eq__,"Callable[[_, object],bool]"
other,object
_prepare_hook,"Callable[[_, StreamResponse],None]"
response,StreamResponse
__init__,"Callable[[_],None]"
args,Any
kwargs,Any
__setattr__,"Callable[[_, str, Any],None]"
name,str
val,Any
clone,"Callable[[_],Request]"
method,str
rel_url,StrOrURL
headers,LooseHeaders
scheme,str
host,str
remote,str
match_info,"Callable[[_],UrlMappingMatchInfo]"
app,"Callable[[_],Application]"
config_dict,"Callable[[_],ChainMapProxy]"
_prepare_hook,"Callable[[_, StreamResponse],None]"
response,StreamResponse
__init__,"Callable[[_, BaseConnector, ConnectionKey, ResponseHandler, asyncio.AbstractEventLoop],None]"
connector,BaseConnector
key,ConnectionKey
protocol,ResponseHandler
self._callbacks,"List[Callable[[],None]]"
__repr__,"Callable[[_],str]"
__del__,"Callable[[_, Any],None]"
_warnings,Any
transport,"Callable[[_],Union[asyncio.Transport, None]]"
add_callback,"Callable[[_, Callable[[],None]],None]"
callback,"Callable[[],None]"
_notify_release,"Callable[[_],None]"
close,"Callable[[_],None]"
release,"Callable[[_],None]"
closed,"Callable[[_],bool]"
close,"Callable[[_],None]"
__init__,"Callable[[_],None]"
force_close,bool
limit,int
limit_per_host,int
enable_cleanup_closed,bool
loop,"Union[asyncio.AbstractEventLoop, None]"
self._conns,"Dict[ConnectionKey, List[Tuple[ResponseHandler, float]]]"
self._acquired_per_host,"DefaultDict[ConnectionKey, Set[ResponseHandler]]"
self._cleanup_closed_transports,"List[Union[asyncio.Transport, None]]"
__del__,"Callable[[_, Any],None]"
_warnings,Any
__enter__,"Callable[[_],BaseConnector]"
__exit__,"Callable[[_],None]"
exc,Any
force_close,"Callable[[_],bool]"
limit,"Callable[[_],int]"
limit_per_host,"Callable[[_],int]"
_cleanup,"Callable[[_],None]"
_drop_acquired_per_host,"Callable[[_, ConnectionKey, ResponseHandler],None]"
key,ConnectionKey
val,ResponseHandler
_cleanup_closed,"Callable[[_],None]"
closed,"Callable[[_],bool]"
_available_connections,"Callable[[_, ConnectionKey],int]"
key,ConnectionKey
connect,"Callable[[_, ClientRequest, List[Trace], ClientTimeout],Connection]"
req,ClientRequest
timeout,ClientTimeout
_get,"Callable[[_, ConnectionKey],Union[ResponseHandler, None]]"
key,ConnectionKey
_release_waiter,"Callable[[_],None]"
_release_acquired,"Callable[[_, ConnectionKey, ResponseHandler],None]"
key,ConnectionKey
proto,ResponseHandler
_release,"Callable[[_, ConnectionKey, ResponseHandler],None]"
key,ConnectionKey
protocol,ResponseHandler
should_close,bool
_create_connection,"Callable[[_, ClientRequest, List[Trace], ClientTimeout],ResponseHandler]"
req,ClientRequest
timeout,ClientTimeout
__init__,"Callable[[_, Union[float, None]],None]"
self._addrs_rr,"Dict[Tuple[str, int], Tuple[Iterator[Dict[str, Any]], int]]"
self._timestamps,"Dict[Tuple[str, int], float]"
__contains__,"Callable[[_, object],bool]"
host,object
add,"Callable[[_, Tuple[str, int], List[Dict[str, Any]]],None]"
addrs,"List[Dict[str, Any]]"
remove,"Callable[[_, Tuple[str, int]],None]"
clear,"Callable[[_],None]"
next_addrs,"Callable[[_, Tuple[str, int]],List[Dict[str, Any]]]"
expired,"Callable[[_, Tuple[str, int]],bool]"
verify_ssl,bool
use_dns_cache,bool
ttl_dns_cache,int
family,int
force_close,bool
limit,int
limit_per_host,int
enable_cleanup_closed,bool
loop,"Union[asyncio.AbstractEventLoop, None]"
self._throttle_dns_events,"Dict[Tuple[str, int], EventResultOrError]"
family,"Callable[[_],int]"
use_dns_cache,"Callable[[_],bool]"
clear_dns_cache,"Callable[[_, Union[str, None], Union[int, None]],None]"
_resolve_host,"Callable[[_, str, int, Union[List[Trace], None]],List[Dict[str, Any]]]"
host,str
port,int
traces,"Union[List[Trace], None]"
_create_connection,"Callable[[_, ClientRequest, List[Trace], ClientTimeout],ResponseHandler]"
req,ClientRequest
timeout,ClientTimeout
_make_ssl_context,"Callable[[bool],SSLContext]"
verified,bool
_get_ssl_context,"Callable[[_, ClientRequest],Union[SSLContext, None]]"
req,ClientRequest
_get_fingerprint,"Callable[[_, ClientRequest],Union[Fingerprint, None]]"
req,ClientRequest
_wrap_create_connection,"Callable[[_],Tuple[asyncio.Transport, ResponseHandler]]"
args,Any
req,ClientRequest
timeout,ClientTimeout
kwargs,Any
_create_direct_connection,"Callable[[_, ClientRequest, List[Trace], ClientTimeout],Tuple[asyncio.Transport, ResponseHandler]]"
req,ClientRequest
timeout,ClientTimeout
_create_proxy_connection,"Callable[[_, ClientRequest, List[Trace], ClientTimeout],Tuple[asyncio.Transport, ResponseHandler]]"
req,ClientRequest
timeout,ClientTimeout
__init__,"Callable[[_, str, bool, Union[object, float, None], int, int, Union[asyncio.AbstractEventLoop, None]],None]"
path,str
force_close,bool
limit,int
limit_per_host,int
loop,"Union[asyncio.AbstractEventLoop, None]"
path,"Callable[[_],str]"
_create_connection,"Callable[[_, ClientRequest, List[Trace], ClientTimeout],ResponseHandler]"
req,ClientRequest
timeout,ClientTimeout
__init__,"Callable[[_, asyncio.AbstractEventLoop],None]"
self._drain_waiter,"Union[asyncio.Future[None], None]"
self.transport,"Union[asyncio.Transport, None]"
pause_writing,"Callable[[_],None]"
resume_writing,"Callable[[_],None]"
pause_reading,"Callable[[_],None]"
resume_reading,"Callable[[_],None]"
connection_made,"Callable[[_, asyncio.BaseTransport],None]"
connection_lost,"Callable[[_, Union[BaseException, None]],None]"
_drain_helper,"Callable[[_],None]"
_raise_graceful_exit,"Callable[[],None]"
__init__,"Callable[[_, BaseRunner],None]"
runner,BaseRunner
shutdown_timeout,float
backlog,int
self._server,"Union[asyncio.AbstractServer, None]"
name,"Callable[[_],str]"
start,"Callable[[_],None]"
stop,"Callable[[_],None]"
__init__,"Callable[[_, BaseRunner, str, int],None]"
runner,BaseRunner
host,str
port,int
shutdown_timeout,float
backlog,int
name,"Callable[[_],str]"
start,"Callable[[_],None]"
__init__,"Callable[[_, BaseRunner, str],None]"
runner,BaseRunner
path,str
shutdown_timeout,float
backlog,int
name,"Callable[[_],str]"
start,"Callable[[_],None]"
__init__,"Callable[[_, BaseRunner, socket.socket],None]"
runner,BaseRunner
shutdown_timeout,float
backlog,int
name,"Callable[[_],str]"
start,"Callable[[_],None]"
__init__,"Callable[[_],None]"
handle_signals,bool
kwargs,Any
setup,"Callable[[_],None]"
shutdown,"Callable[[_],None]"
cleanup,"Callable[[_],None]"
_make_server,"Callable[[_],Server]"
_cleanup_server,"Callable[[_],None]"
_reg_site,"Callable[[_, BaseSite],None]"
site,BaseSite
_check_site,"Callable[[_, BaseSite],None]"
site,BaseSite
_unreg_site,"Callable[[_, BaseSite],None]"
site,BaseSite
__init__,"Callable[[_, Server],None]"
